order_id,customer_name,order_date,category,sub_category,price,region,city,qty
OD1810,Roshan,2018-07-29,Oil & Masala,Edible Oil & Ghee,1929.52,West,Krishnagiri,285
OD1811,Akash,2018-12-01,Bakery,Breads & Buns,1430.37,West,Kanyakumari,220
OD1812,Surya,2018-02-26,Beverages,Health Drinks,1258.74,West,Tenkasi,318
OD1813,Mathew,2017-12-15,Bakery,Biscuits,1460.49,West,Tenkasi,224
OD1814,Sabeela,2016-06-19,Fruits & Veggies,Organic Vegetables,1107.51,West,Kanyakumari,774
OD1815,Malik,2015-09-29,Oil & Masala,Spices,571.35,West,Trichy,701
OD1816,Verma,2017-10-21,Snacks,Noodles,757.79,West,Virudhunagar,622
OD1817,Veena,2018-02-02,"Eggs, Meat & Fish",Mutton,566.0799999999999,West,Perambalur,81
OD1818,Krithika,2016-08-28,Fruits & Veggies,Fresh Vegetables,906.1,West,Cumbum,508
OD1819,Esther,2015-01-20,"Eggs, Meat & Fish",Mutton,858.0,West,Tirunelveli,648
OD1820,James,2017-12-22,Food Grains,Organic Staples,1733.8200000000002,West,Chennai,275
OD1821,Harish,2015-12-26,Beverages,Soft Drinks,1421.54,West,Krishnagiri,385
OD1822,Yadav,2015-11-04,Beverages,Health Drinks,1285.76,West,Dindigul,53
OD1823,Krithika,2015-11-10,Fruits & Veggies,Organic Vegetables,804.17,West,Bodi,166
OD1824,Ravi,2018-10-02,Fruits & Veggies,Fresh Fruits,1239.2,West,Madurai,171
OD1825,Hussain,2017-11-11,"Eggs, Meat & Fish",Fish,642.4,West,Bodi,802
OD1826,Ram,2017-12-01,"Eggs, Meat & Fish",Eggs,861.3,West,Tenkasi,816
OD1827,Surya,2018-12-29,Food Grains,Atta & Flour,553.6,West,Madurai,404
OD1828,Krithika,2018-07-08,Beverages,Health Drinks,541.8,West,Chennai,644
OD1829,Alan,2015-09-17,Bakery,Biscuits,1528.47,West,Virudhunagar,576
OD1830,Surya,2018-05-15,Food Grains,Atta & Flour,464.36,West,Dharmapuri,948
OD1831,Arutra,2018-07-03,Food Grains,Dals & Pulses,352.8,West,Dharmapuri,635
OD1832,Hussain,2016-12-14,"Eggs, Meat & Fish",Chicken,1139.2,West,Ramanadhapuram,709
OD1833,Adavan,2017-08-15,Food Grains,Rice,1738.8,West,Chennai,567
OD1834,Vidya,2018-04-02,Snacks,Noodles,798.64,West,Tenkasi,996
OD1835,Surya,2018-09-28,Oil & Masala,Edible Oil & Ghee,682.5899999999999,West,Virudhunagar,58
OD1836,Vidya,2018-11-27,"Eggs, Meat & Fish",Eggs,401.17,West,Karur,321
OD1837,Suresh,2018-11-16,Food Grains,Organic Staples,814.72,West,Tirunelveli,305
OD1838,Muneer,2018-11-16,Bakery,Cakes,1408.5,West,Nagercoil,457
OD1839,Sheeba,2015-09-11,Food Grains,Rice,1132.95,West,Viluppuram,731
OD1840,Anu,2018-11-16,Food Grains,Rice,1227.3200000000002,West,Dindigul,613
OD1841,Suresh,2016-11-17,Bakery,Biscuits,1378.24,West,Ooty,130
OD1842,Veronica,2017-06-26,Fruits & Veggies,Fresh Vegetables,385.84,West,Theni,480
OD1843,Veronica,2016-11-20,Fruits & Veggies,Fresh Fruits,657.75,West,Coimbatore,175
OD1844,Anu,2017-05-23,"Eggs, Meat & Fish",Fish,915.99,West,Virudhunagar,32
OD1845,Rumaiza,2015-08-12,Bakery,Cakes,1899.87,West,Nagercoil,146
OD1846,Veronica,2015-12-01,Food Grains,Atta & Flour,1748.0,West,Tirunelveli,970
OD1847,Vinne,2016-12-12,Oil & Masala,Masalas,2122.44,West,Bodi,569
OD1848,Yusuf,2018-07-14,Oil & Masala,Spices,1697.64,West,Vellore,259
OD1849,Arutra,2018-07-14,Oil & Masala,Masalas,834.24,West,Chennai,639
OD1850,Sudeep,2018-11-03,Beverages,Soft Drinks,2277.0,West,Perambalur,14
OD1851,Arutra,2016-11-08,"Eggs, Meat & Fish",Fish,1556.28,West,Bodi,846
OD1852,Harish,2015-06-17,"Eggs, Meat & Fish",Fish,1919.73,West,Tenkasi,176
OD1853,Shree,2016-10-18,Oil & Masala,Edible Oil & Ghee,1324.31,West,Salem,441
OD1854,Vinne,2017-05-06,Beverages,Health Drinks,746.06,West,Theni,36
OD1855,Hussain,2018-09-07,Snacks,Cookies,657.75,West,Krishnagiri,701
OD1856,Ramesh,2016-01-13,Oil & Masala,Masalas,904.24,West,Bodi,157
OD1857,Yusuf,2017-08-30,Snacks,Noodles,992.8,West,Ramanadhapuram,837
OD1858,Malik,2015-04-20,Fruits & Veggies,Organic Vegetables,520.65,West,Salem,593
OD1859,Ganesh,2017-12-18,"Eggs, Meat & Fish",Eggs,981.2,West,Theni,823
OD1860,Surya,2016-11-17,Bakery,Biscuits,844.87,West,Kanyakumari,206
OD1861,Peer,2018-06-19,"Eggs, Meat & Fish",Chicken,379.44,West,Vellore,875
OD1862,Adavan,2017-07-14,Fruits & Veggies,Fresh Fruits,802.24,West,Virudhunagar,462
OD1863,Anu,2017-04-08,Bakery,Cakes,733.96,West,Kanyakumari,636
OD1864,Vince,2015-11-10,Food Grains,Atta & Flour,1194.48,West,Perambalur,883
OD1865,Akash,2016-06-25,Oil & Masala,Edible Oil & Ghee,377.6,West,Madurai,375
OD1866,Haseena,2016-10-08,Bakery,Biscuits,602.91,West,Bodi,439
OD1867,Sheeba,2018-09-15,Snacks,Chocolates,1488.3,West,Tirunelveli,55
OD1868,Shah,2017-07-07,Beverages,Soft Drinks,536.64,West,Nagercoil,16
OD1869,Yusuf,2016-09-14,Fruits & Veggies,Fresh Vegetables,1928.0,West,Chennai,639
OD1870,Vidya,2017-12-25,"Eggs, Meat & Fish",Mutton,1208.4,West,Dharmapuri,986
OD1871,Harish,2016-12-04,Oil & Masala,Spices,1522.83,West,Dharmapuri,342
OD1872,Mathew,2017-11-26,Bakery,Cakes,1664.28,West,Trichy,178
OD1873,Amrish,2017-12-12,Beverages,Health Drinks,545.1,West,Perambalur,308
OD1874,Sudha,2016-11-02,Snacks,Noodles,1986.3,West,Theni,526
OD1875,Arutra,2016-05-31,"Eggs, Meat & Fish",Fish,469.04,West,Krishnagiri,723
OD1876,Sabeela,2017-01-23,Food Grains,Rice,1561.04,West,Ooty,881
OD1877,Shah,2016-10-20,Bakery,Biscuits,1394.63,West,Viluppuram,1
OD1878,Mathew,2016-01-30,Oil & Masala,Masalas,2100.0,West,Dharmapuri,359
OD1879,Vince,2016-08-15,Beverages,Health Drinks,1656.92,West,Bodi,21
OD1880,Willams,2016-03-06,Snacks,Noodles,1030.4,West,Cumbum,346
OD1881,Haseena,2017-12-24,Beverages,Soft Drinks,898.53,West,Viluppuram,535
OD1882,Hafiz,2018-04-27,"Eggs, Meat & Fish",Fish,654.72,West,Pudukottai,798
OD1883,Sabeela,2017-12-22,Food Grains,Organic Staples,509.87,West,Kanyakumari,501
OD1884,Ram,2018-11-09,"Eggs, Meat & Fish",Eggs,1470.4,West,Ooty,108
OD1885,Amy,2018-12-13,Beverages,Health Drinks,1416.48,West,Namakkal,460
OD1886,Veena,2016-01-13,Oil & Masala,Edible Oil & Ghee,1644.06,West,Salem,510
OD1887,Veronica,2017-09-02,Food Grains,Atta & Flour,876.0,West,Ooty,425
OD1888,Alan,2015-07-26,Beverages,Health Drinks,1879.2,West,Namakkal,564
OD1889,Haseena,2018-07-03,Snacks,Chocolates,1437.6,West,Trichy,121
OD1890,Vidya,2018-01-01,Beverages,Soft Drinks,1708.9299999999998,West,Namakkal,272
OD1891,Sudeep,2018-04-16,Beverages,Soft Drinks,1050.0,West,Salem,550
OD1892,Sudeep,2016-10-03,Fruits & Veggies,Organic Fruits,1520.24,West,Pudukottai,99
OD1893,Yadav,2016-08-28,Oil & Masala,Spices,1592.48,West,Vellore,966
OD1894,James,2017-12-03,Bakery,Biscuits,1751.22,West,Salem,488
OD1895,Kumar,2018-10-07,Bakery,Cakes,1652.64,West,Tenkasi,945
OD1896,Malik,2015-03-30,Oil & Masala,Edible Oil & Ghee,1787.85,West,Trichy,736
OD1897,Roshan,2017-04-17,Beverages,Soft Drinks,646.05,West,Bodi,193
OD1898,Vinne,2016-09-05,Fruits & Veggies,Organic Vegetables,1287.55,West,Perambalur,712
OD1899,Adavan,2016-11-02,Snacks,Noodles,451.5,West,Madurai,938
OD1900,Mathew,2015-01-13,Food Grains,Dals & Pulses,475.8,West,Cumbum,132
OD1901,Adavan,2016-12-03,Beverages,Health Drinks,1351.6799999999998,West,Ramanadhapuram,525
OD1902,Alan,2018-11-25,Bakery,Breads & Buns,921.26,West,Ooty,37
OD1903,Ravi,2016-11-13,Bakery,Breads & Buns,1744.4,West,Perambalur,862
OD1904,Ganesh,2016-09-05,Food Grains,Atta & Flour,1690.08,West,Chennai,938
OD1905,Harish,2017-04-09,Oil & Masala,Masalas,1798.26,West,Namakkal,610
OD1906,Hussain,2017-11-26,Food Grains,Rice,1134.65,West,Coimbatore,236
OD1907,Jonas,2018-06-18,Bakery,Breads & Buns,670.67,West,Viluppuram,891
OD1908,Vidya,2015-11-11,"Eggs, Meat & Fish",Mutton,1372.06,West,Ramanadhapuram,893
OD1909,Mathew,2018-10-30,Bakery,Cakes,696.85,West,Cumbum,929
OD1910,Hafiz,2015-05-10,"Eggs, Meat & Fish",Fish,1141.28,West,Madurai,398
OD1911,James,2018-08-07,Fruits & Veggies,Fresh Vegetables,602.02,West,Viluppuram,383
OD1912,Veronica,2018-05-15,Oil & Masala,Spices,1501.44,West,Coimbatore,117
OD1913,Hafiz,2017-12-22,Oil & Masala,Edible Oil & Ghee,1317.9,West,Perambalur,376
OD1914,Jonas,2016-02-18,Snacks,Chocolates,603.6800000000001,West,Perambalur,459
OD1915,Sabeela,2018-07-18,Fruits & Veggies,Fresh Vegetables,1500.88,West,Pudukottai,401
OD1916,Rumaiza,2015-05-26,Beverages,Health Drinks,2212.6,West,Ooty,639
OD1917,Sudha,2018-09-23,Fruits & Veggies,Organic Fruits,1409.4,West,Chennai,225
OD1918,Verma,2018-09-07,Snacks,Cookies,1240.8,West,Namakkal,736
OD1919,Roshan,2018-07-21,Beverages,Soft Drinks,1112.28,West,Karur,142
OD1920,Ravi,2016-11-17,Fruits & Veggies,Fresh Fruits,1089.6,West,Coimbatore,407
OD1921,Mathew,2018-05-15,Snacks,Chocolates,1209.12,West,Dindigul,628
OD1922,Mathew,2016-12-20,Food Grains,Atta & Flour,1018.66,West,Salem,800
OD1923,James,2016-12-24,Oil & Masala,Edible Oil & Ghee,629.8,West,Ooty,265
OD1924,Esther,2017-02-04,Food Grains,Rice,723.8,West,Chennai,232
OD1925,Veronica,2015-06-24,Fruits & Veggies,Fresh Vegetables,1300.48,West,Bodi,871
OD1926,Ram,2018-09-02,Snacks,Cookies,571.02,West,Trichy,403
OD1927,Hafiz,2018-07-18,Beverages,Health Drinks,1140.75,West,Virudhunagar,691
OD1928,Adavan,2018-03-03,Food Grains,Atta & Flour,508.38,West,Pudukottai,692
OD1929,Alan,2018-07-06,Fruits & Veggies,Fresh Fruits,1584.8,West,Pudukottai,923
OD1930,Suresh,2018-04-17,Oil & Masala,Masalas,1253.7,West,Krishnagiri,257
OD1931,Yadav,2017-11-25,Oil & Masala,Edible Oil & Ghee,805.2,West,Namakkal,634
OD1932,Sudha,2017-10-21,"Eggs, Meat & Fish",Chicken,998.82,West,Tenkasi,442
OD1933,Esther,2018-09-15,Oil & Masala,Spices,489.8,West,Virudhunagar,534
OD1934,Malik,2016-11-20,Oil & Masala,Spices,620.94,West,Coimbatore,799
OD1935,Anu,2016-07-06,Beverages,Soft Drinks,2255.84,West,Perambalur,76
OD1936,Adavan,2015-12-21,Beverages,Soft Drinks,661.2,West,Dindigul,41
OD1937,Jonas,2017-06-09,Beverages,Soft Drinks,487.9,West,Vellore,641
OD1938,James,2017-11-11,Beverages,Health Drinks,728.91,West,Dindigul,228
OD1939,Peer,2015-12-27,Beverages,Health Drinks,1044.05,West,Chennai,574
OD1940,Veronica,2018-09-15,Fruits & Veggies,Organic Fruits,2016.85,West,Dindigul,777
OD1941,Harish,2017-07-08,Food Grains,Dals & Pulses,758.67,West,Theni,794
OD1942,Sudha,2015-07-26,Bakery,Cakes,950.3,West,Bodi,245
OD1943,Sudha,2016-11-14,Oil & Masala,Spices,1171.35,West,Kanyakumari,788
OD1944,Adavan,2015-06-08,Oil & Masala,Edible Oil & Ghee,745.9200000000001,West,Vellore,647
OD1945,Ridhesh,2017-12-25,Oil & Masala,Edible Oil & Ghee,1827.98,West,Viluppuram,874
OD1946,Vince,2015-08-23,Fruits & Veggies,Organic Vegetables,1275.96,West,Cumbum,160
OD1947,Suresh,2018-08-21,Food Grains,Dals & Pulses,502.82,West,Tenkasi,520
OD1948,Kumar,2018-08-14,Food Grains,Atta & Flour,765.14,West,Madurai,968
OD1949,Komal,2017-09-02,"Eggs, Meat & Fish",Mutton,1484.6,West,Theni,538
OD1950,James,2018-05-23,Bakery,Biscuits,1468.5,West,Trichy,625
OD1951,Shah,2015-11-12,Fruits & Veggies,Organic Vegetables,1807.92,West,Cumbum,409
OD1952,Sabeela,2016-10-20,Snacks,Noodles,1779.11,West,Tenkasi,734
OD1953,Amrish,2017-06-11,Beverages,Soft Drinks,501.5,West,Salem,806
OD1954,Vince,2017-12-03,"Eggs, Meat & Fish",Chicken,1090.8,West,Vellore,299
OD1955,Veronica,2016-04-13,Food Grains,Organic Staples,839.04,West,Cumbum,112
OD1956,Willams,2015-01-27,Fruits & Veggies,Organic Fruits,1296.42,West,Perambalur,33
OD1957,Arutra,2015-03-03,Beverages,Soft Drinks,1882.14,West,Perambalur,402
OD1958,Yusuf,2016-10-25,Oil & Masala,Masalas,475.2,West,Madurai,726
OD1959,Kumar,2017-09-25,Beverages,Soft Drinks,944.88,West,Tirunelveli,253
OD1960,Ram,2015-11-25,Bakery,Biscuits,1600.72,West,Salem,639
OD1961,Ramesh,2018-12-29,Oil & Masala,Spices,1850.04,West,Virudhunagar,198
OD1962,Amy,2015-08-15,Oil & Masala,Spices,841.11,West,Trichy,511
OD1963,Surya,2016-11-14,"Eggs, Meat & Fish",Eggs,1711.9,West,Salem,341
OD1964,Krithika,2017-11-21,Food Grains,Atta & Flour,2267.65,West,Cumbum,924
OD1965,Roshan,2016-10-05,"Eggs, Meat & Fish",Eggs,1115.96,West,Salem,491
OD1966,Mathew,2015-07-12,Fruits & Veggies,Fresh Vegetables,422.54,West,Kanyakumari,255
OD1967,Vidya,2016-06-15,Snacks,Chocolates,1021.8,West,Karur,608
OD1968,Jonas,2015-08-08,"Eggs, Meat & Fish",Eggs,1229.45,West,Karur,554
OD1969,Jackson,2017-12-22,Bakery,Cakes,1377.9,West,Viluppuram,751
OD1970,Veena,2018-11-03,Oil & Masala,Masalas,2091.48,West,Nagercoil,465
OD1971,Veena,2015-11-04,Food Grains,Rice,1225.7,West,Vellore,479
OD1972,Ganesh,2017-02-05,"Eggs, Meat & Fish",Mutton,843.5699999999999,West,Namakkal,989
OD1973,Roshan,2017-10-18,"Eggs, Meat & Fish",Mutton,749.44,West,Namakkal,299
OD1974,Hussain,2017-12-16,Oil & Masala,Edible Oil & Ghee,797.68,West,Coimbatore,599
OD1975,Peer,2016-02-09,Beverages,Health Drinks,328.6,West,Trichy,560
OD1976,Akash,2018-11-20,Beverages,Soft Drinks,454.86,West,Ooty,160
OD1977,Arutra,2015-09-27,Bakery,Breads & Buns,421.86,West,Dharmapuri,736
OD1978,Peer,2015-09-10,Snacks,Noodles,904.24,West,Tenkasi,182
OD1979,Akash,2015-09-08,Oil & Masala,Masalas,367.29,West,Coimbatore,180
OD1980,Akash,2016-12-11,Bakery,Cakes,1295.14,West,Salem,702
OD1981,Sudha,2018-12-19,Food Grains,Rice,1065.6,West,Trichy,292
OD1982,Haseena,2015-12-21,Beverages,Health Drinks,531.76,West,Karur,802
OD1983,Shah,2017-05-26,Oil & Masala,Masalas,1617.36,West,Karur,834
OD1984,Malik,2018-11-13,Oil & Masala,Masalas,2067.2,West,Pudukottai,381
OD1985,Shree,2017-08-23,Food Grains,Atta & Flour,1522.8,West,Coimbatore,345
OD1986,Sheeba,2016-06-15,Snacks,Chocolates,1411.83,West,Kanyakumari,126
OD1987,Adavan,2016-12-06,Snacks,Noodles,782.8,West,Namakkal,734
OD1988,Sharon,2017-12-17,Snacks,Cookies,1575.0,West,Theni,382
OD1989,Yadav,2017-04-12,Fruits & Veggies,Organic Vegetables,1719.41,West,Vellore,962
OD1990,Hafiz,2018-08-27,Oil & Masala,Masalas,1097.46,West,Ooty,342
OD1991,Sheeba,2016-12-11,Fruits & Veggies,Fresh Vegetables,986.05,West,Salem,810
OD1992,Willams,2017-09-25,"Eggs, Meat & Fish",Fish,1359.6,West,Tirunelveli,372
OD1993,Adavan,2016-08-02,Fruits & Veggies,Fresh Fruits,735.75,West,Virudhunagar,319
OD1994,Sundar,2018-07-18,Oil & Masala,Masalas,1508.64,West,Nagercoil,73
OD1995,Sudeep,2016-12-11,Oil & Masala,Edible Oil & Ghee,1754.98,West,Tenkasi,948
OD1996,Hafiz,2016-10-05,Beverages,Health Drinks,1241.1,West,Madurai,870
OD1997,James,2018-09-23,Bakery,Cakes,560.24,West,Ramanadhapuram,818
OD1998,Kumar,2016-12-11,Bakery,Cakes,743.15,West,Nagercoil,938
OD1999,Shah,2018-10-02,Bakery,Breads & Buns,1319.45,West,Karur,734
OD2000,Mathew,2016-12-24,Beverages,Health Drinks,1804.92,West,Viluppuram,322
OD2001,Amy,2018-12-19,Bakery,Breads & Buns,775.86,West,Nagercoil,523
OD2002,Sundar,2016-02-08,"Eggs, Meat & Fish",Fish,549.8399999999999,Central,Perambalur,289
OD2003,Sudha,2015-12-20,Snacks,Noodles,511.2,Central,Coimbatore,424
OD2004,Ravi,2016-02-08,Food Grains,Organic Staples,823.65,Central,Chennai,405
OD2005,Vince,2016-12-11,Oil & Masala,Edible Oil & Ghee,562.3199999999999,Central,Madurai,85
OD2006,Mathew,2018-10-03,Beverages,Soft Drinks,1441.36,Central,Tirunelveli,578
OD2007,Ridhesh,2018-03-30,Fruits & Veggies,Fresh Vegetables,874.8199999999999,Central,Pudukottai,289
OD2008,Amrish,2016-02-08,Bakery,Cakes,450.72,Central,Viluppuram,116
OD2009,Willams,2015-08-22,Beverages,Soft Drinks,716.1600000000001,Central,Krishnagiri,7
OD2010,Kumar,2018-11-02,Beverages,Soft Drinks,1909.83,Central,Vellore,43
OD2011,Kumar,2018-11-23,Oil & Masala,Spices,2014.41,Central,Kanyakumari,447
OD2012,Anu,2015-12-20,Fruits & Veggies,Fresh Fruits,1560.28,Central,Tenkasi,339
OD2013,Hafiz,2015-06-22,Snacks,Noodles,1226.88,Central,Namakkal,732
OD2014,Rumaiza,2015-06-22,Bakery,Cakes,1131.76,Central,Dindigul,393
OD2015,Sudha,2015-12-01,Food Grains,Dals & Pulses,1585.88,Central,Chennai,66
OD2016,Verma,2016-08-07,"Eggs, Meat & Fish",Mutton,951.5,Central,Chennai,18
OD2017,Rumaiza,2016-12-27,Oil & Masala,Masalas,1266.9299999999998,Central,Perambalur,421
OD2018,Sundar,2018-11-02,Beverages,Health Drinks,1125.6,Central,Ramanadhapuram,579
OD2019,Jonas,2018-08-27,Bakery,Biscuits,1690.84,Central,Viluppuram,723
OD2020,Shah,2017-03-14,Snacks,Chocolates,464.82,Central,Tenkasi,592
OD2021,Sabeela,2017-09-06,Bakery,Biscuits,782.4,Central,Bodi,895
OD2022,Mathew,2018-09-18,Food Grains,Organic Staples,1178.76,Central,Ramanadhapuram,920
OD2023,Esther,2016-12-05,Snacks,Cookies,396.2,Central,Kanyakumari,962
OD2024,Hussain,2015-05-04,Oil & Masala,Masalas,902.49,Central,Perambalur,507
OD2025,Anu,2016-06-25,Beverages,Soft Drinks,1202.92,Central,Madurai,1
OD2026,James,2017-06-18,Fruits & Veggies,Fresh Vegetables,784.02,Central,Perambalur,759
OD2027,Alan,2015-07-11,Oil & Masala,Edible Oil & Ghee,1036.26,Central,Bodi,907
OD2028,Arvind,2018-05-14,Fruits & Veggies,Organic Vegetables,1360.3,Central,Perambalur,67
OD2029,Ganesh,2018-12-03,Oil & Masala,Spices,801.0,Central,Vellore,188
OD2030,James,2018-09-18,Food Grains,Dals & Pulses,1239.1799999999998,Central,Cumbum,87
OD2031,Ramesh,2018-08-07,Oil & Masala,Edible Oil & Ghee,648.6,Central,Bodi,707
OD2032,Akash,2018-12-24,Beverages,Soft Drinks,1425.28,Central,Krishnagiri,282
OD2033,Aditi,2018-01-26,"Eggs, Meat & Fish",Chicken,1320.54,Central,Coimbatore,841
OD2034,Jackson,2018-04-03,Fruits & Veggies,Fresh Vegetables,982.1,Central,Karur,759
OD2035,Sharon,2017-05-17,Oil & Masala,Masalas,1705.2,Central,Madurai,178
OD2036,Amy,2018-09-24,Bakery,Cakes,319.77,Central,Theni,922
OD2037,Muneer,2018-10-13,Beverages,Health Drinks,1016.37,Central,Pudukottai,382
OD2038,Jonas,2018-05-14,Fruits & Veggies,Fresh Fruits,501.84,Central,Ramanadhapuram,833
OD2039,Ridhesh,2016-06-25,Bakery,Biscuits,1094.15,Central,Cumbum,443
OD2040,Arutra,2015-06-03,Food Grains,Dals & Pulses,516.1,Central,Salem,478
OD2041,Sudeep,2015-06-30,"Eggs, Meat & Fish",Fish,908.1,Central,Vellore,599
OD2042,Ravi,2015-06-03,"Eggs, Meat & Fish",Chicken,1704.96,Central,Madurai,826
OD2043,Sheeba,2017-11-17,Snacks,Noodles,703.0,Central,Kanyakumari,208
OD2044,Alan,2018-05-14,Oil & Masala,Edible Oil & Ghee,1572.56,Central,Trichy,837
OD2045,Sundar,2018-11-19,Snacks,Cookies,560.0,Central,Madurai,223
OD2046,Malik,2018-01-20,Bakery,Biscuits,844.2,Central,Perambalur,610
OD2047,Ganesh,2015-11-18,"Eggs, Meat & Fish",Chicken,864.26,Central,Trichy,817
OD2048,Hussain,2015-05-04,Food Grains,Organic Staples,1259.1,Central,Perambalur,901
OD2049,Ridhesh,2017-12-29,Snacks,Cookies,1098.2,Central,Theni,559
OD2050,Shree,2015-09-01,Snacks,Chocolates,1201.2,Central,Dindigul,846
OD2051,Mathew,2017-03-14,Beverages,Soft Drinks,884.48,Central,Madurai,12
OD2052,Akash,2017-06-15,Bakery,Breads & Buns,1056.72,Central,Madurai,890
OD2053,Arvind,2016-10-23,Beverages,Soft Drinks,1634.42,Central,Tirunelveli,594
OD2054,Hafiz,2017-05-17,Beverages,Health Drinks,517.92,Central,Trichy,724
OD2055,Krithika,2017-08-18,Fruits & Veggies,Fresh Vegetables,1046.5,Central,Trichy,970
OD2056,Anu,2015-12-02,Food Grains,Atta & Flour,1064.8,Central,Krishnagiri,353
OD2057,Amy,2017-05-17,Snacks,Noodles,1039.16,Central,Dharmapuri,659
OD2058,Amy,2018-01-15,Beverages,Soft Drinks,628.12,Central,Namakkal,33
OD2059,Sheeba,2017-08-18,Bakery,Biscuits,721.06,Central,Nagercoil,701
OD2060,Shah,2015-12-27,Oil & Masala,Spices,769.95,Central,Vellore,633
OD2061,Mathew,2015-11-22,Food Grains,Rice,398.16,Central,Pudukottai,311
OD2062,Amrish,2018-12-11,Snacks,Noodles,1226.8200000000002,Central,Chennai,594
OD2063,Alan,2018-06-29,"Eggs, Meat & Fish",Chicken,1206.66,Central,Salem,525
OD2064,Ramesh,2016-09-27,Bakery,Biscuits,634.24,Central,Tirunelveli,616
OD2065,Veronica,2017-09-30,Fruits & Veggies,Organic Fruits,1436.4,Central,Tirunelveli,1
OD2066,Malik,2016-06-25,Beverages,Health Drinks,356.7,Central,Vellore,387
OD2067,Yadav,2017-10-10,Oil & Masala,Spices,1310.6799999999998,Central,Namakkal,870
OD2068,Sabeela,2015-11-18,Beverages,Soft Drinks,613.1800000000001,Central,Bodi,934
OD2069,Malik,2015-09-01,"Eggs, Meat & Fish",Mutton,570.1800000000001,Central,Krishnagiri,968
OD2070,Yadav,2018-10-13,Food Grains,Rice,825.6,Central,Virudhunagar,249
OD2071,Yusuf,2016-11-29,Bakery,Breads & Buns,993.24,Central,Karur,983
OD2072,Hussain,2018-01-15,Fruits & Veggies,Fresh Fruits,1472.12,Central,Perambalur,802
OD2073,Verma,2017-08-28,Fruits & Veggies,Organic Fruits,784.89,Central,Virudhunagar,670
OD2074,Sudha,2017-08-04,Bakery,Cakes,1624.24,Central,Madurai,466
OD2075,Krithika,2015-05-27,Fruits & Veggies,Fresh Fruits,1363.58,Central,Pudukottai,899
OD2076,Shah,2018-11-19,Beverages,Soft Drinks,1702.74,Central,Trichy,15
OD2077,Krithika,2018-11-26,Oil & Masala,Edible Oil & Ghee,375.9,Central,Coimbatore,682
OD2078,Ridhesh,2015-08-15,Beverages,Soft Drinks,1058.46,Central,Tirunelveli,469
OD2079,Adavan,2017-08-28,Snacks,Cookies,1630.78,Central,Ramanadhapuram,761
OD2080,Jackson,2015-09-20,Bakery,Biscuits,1463.8,East,Nagercoil,781
OD2081,Veena,2015-09-02,Bakery,Biscuits,1909.8,East,Karur,660
OD2082,Hussain,2017-10-17,Oil & Masala,Spices,1652.05,East,Namakkal,722
OD2083,Rumaiza,2017-02-14,Bakery,Cakes,1353.46,East,Madurai,140
OD2084,Krithika,2017-11-24,Oil & Masala,Masalas,1103.34,East,Cumbum,253
OD2085,Ram,2017-03-09,Snacks,Chocolates,2263.85,East,Coimbatore,342
OD2086,Amrish,2018-03-13,Bakery,Biscuits,793.76,East,Tirunelveli,53
OD2087,Kumar,2016-05-30,Food Grains,Dals & Pulses,1462.46,East,Ramanadhapuram,815
OD2088,Veronica,2015-06-06,Oil & Masala,Spices,1428.24,East,Theni,38
OD2089,Amy,2018-03-13,Fruits & Veggies,Organic Fruits,1228.8,East,Ooty,337
OD2090,Malik,2017-04-14,"Eggs, Meat & Fish",Eggs,489.11,East,Nagercoil,13
OD2091,Adavan,2018-04-30,Snacks,Chocolates,546.48,East,Dharmapuri,870
OD2092,Amrish,2017-05-17,Food Grains,Dals & Pulses,941.76,East,Pudukottai,916
OD2093,Sudha,2018-10-12,Bakery,Breads & Buns,835.78,East,Viluppuram,545
OD2094,Suresh,2016-10-20,Oil & Masala,Edible Oil & Ghee,2143.65,East,Dharmapuri,988
OD2095,Adavan,2017-11-24,Fruits & Veggies,Organic Vegetables,1370.28,East,Dharmapuri,999
OD2096,Malik,2017-11-07,Beverages,Soft Drinks,444.8,East,Krishnagiri,565
OD2097,Veronica,2018-09-07,Fruits & Veggies,Fresh Fruits,1657.85,East,Vellore,655
OD2098,Sudeep,2017-12-04,Beverages,Soft Drinks,1257.8,East,Dharmapuri,214
OD2099,Sundar,2016-08-09,"Eggs, Meat & Fish",Eggs,938.0,East,Theni,832
OD2100,Hussain,2016-04-07,Bakery,Breads & Buns,1113.84,East,Ooty,394
OD2101,Veronica,2017-09-19,"Eggs, Meat & Fish",Mutton,854.1,East,Karur,697
OD2102,Vince,2018-12-02,"Eggs, Meat & Fish",Fish,1331.28,East,Kanyakumari,886
OD2103,Jonas,2017-02-27,Bakery,Cakes,1647.82,East,Pudukottai,12
OD2104,Anu,2015-06-21,Bakery,Cakes,1452.6,East,Namakkal,966
OD2105,Akash,2016-04-25,Snacks,Cookies,1059.99,East,Perambalur,798
OD2106,Anu,2015-09-23,Oil & Masala,Edible Oil & Ghee,1017.64,East,Krishnagiri,716
OD2107,Yusuf,2017-02-14,Snacks,Noodles,442.8,East,Nagercoil,398
OD2108,Ramesh,2018-11-17,Fruits & Veggies,Organic Vegetables,1824.9,East,Nagercoil,189
OD2109,Hussain,2017-11-27,Beverages,Soft Drinks,1223.66,East,Namakkal,922
OD2110,Jackson,2015-09-02,"Eggs, Meat & Fish",Chicken,1386.32,East,Coimbatore,300
